Player,Season,Gameweek,Opponent,Team,Home,Role,Cost,Sel.,Form,Cum Pts.,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form.1,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall,Player_Appearances,Player_NPG,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90,Team_Ranking,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS,Opp_Ranking,Opp_Avg_G,Opp_Avg_GA,Opp_Avg_PTS,Opp_Avg_xG,Opp_Avg_NPxG,Opp_Avg_xGA,Opp_Avg_NPxGA,Opp_Avg_NPxGD,Opp_Avg_PPDA,Opp_Avg_OPPDA,Opp_Avg_DC,Opp_Avg_ODC,Opp_Avg_xPTS,Pts.
Lloris,21,11,ARS,TOT,1.0,GKP,5.5,5.50%,7.0,47.0,900.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,25.0,8.0,190.0,178.0,0.0,0.0,17.9,7.0,0.0,1.3,8.5,4.7,245156.0,256479.0,0.0,0.0,10,0.0,0.0,0.0,0.0,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.11,0.11,1,10,6,3,1.0,21.0,9,21,17.0,15.47,11.57,9.29,6.18,11.26,14.56,46.0,53.0,16.86,14,1.0,1.2,1.3,1.113,1.037,1.359,1.359,-0.322,1.505,1.5930000000000002,7.1,7.0,1.234,6.0
Højbjerg,21,11,ARS,TOT,1.0,MID,4.9,0.90%,2.8,26.0,900.0,0.0,1.0,4.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,144.0,175.8,90.8,17.0,28.5,2.8,0.0,0.6,5.3,2.6,59744.0,78953.0,-1.0,1.0,10,0.0,0.03,0.03,0.73,5.15,4.79,0.0,0.0,0.07,0.08,0.08,0.52,0.48,1,10,6,3,1.0,21.0,9,21,17.0,15.47,11.57,9.29,6.18,11.26,14.56,46.0,53.0,16.86,14,1.0,1.2,1.3,1.113,1.037,1.359,1.359,-0.322,1.505,1.5930000000000002,7.1,7.0,1.234,3.0
Kane,21,11,ARS,TOT,1.0,FWD,10.9,42.90%,5.2,86.0,893.0,7.0,9.0,4.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,319.0,481.6,252.5,491.0,122.7,5.2,3.0,0.5,7.9,8.6,2799386.0,941314.0,4.0,-4.0,10,5.0,6.85,5.33,4.28,8.19,1.15,0.69,0.53,0.43,1.12,0.96,0.82,0.12,1,10,6,3,1.0,21.0,9,21,17.0,15.47,11.57,9.29,6.18,11.26,14.56,46.0,53.0,16.86,14,1.0,1.2,1.3,1.113,1.037,1.359,1.359,-0.322,1.505,1.5930000000000002,7.1,7.0,1.234,12.0
Dier,21,11,ARS,TOT,1.0,DEF,4.9,1.90%,5.2,34.0,810.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,165.0,176.4,15.0,14.0,20.6,5.2,0.0,1.1,6.9,3.8,112138.0,110053.0,-1.0,1.0,9,0.0,0.43,0.43,0.04,1.99,1.99,0.05,0.05,0.0,0.05,0.05,0.22,0.22,1,10,6,3,1.0,21.0,9,21,17.0,15.47,11.57,9.29,6.18,11.26,14.56,46.0,53.0,16.86,14,1.0,1.2,1.3,1.113,1.037,1.359,1.359,-0.322,1.505,1.5930000000000002,7.1,7.0,1.234,6.0
Sissoko,21,11,ARS,TOT,1.0,MID,4.8,0.50%,2.5,18.0,662.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,86.0,76.0,38.6,0.0,11.5,2.5,0.0,0.5,3.8,2.2,23396.0,38698.0,-2.0,2.0,8,0.0,0.0,0.0,0.11,1.48,1.48,0.0,0.0,0.01,0.01,0.01,0.2,0.2,1,10,6,3,1.0,21.0,9,21,17.0,15.47,11.57,9.29,6.18,11.26,14.56,46.0,53.0,16.86,14,1.0,1.2,1.3,1.113,1.037,1.359,1.359,-0.322,1.505,1.5930000000000002,7.1,7.0,1.234,3.0
Reguilón,21,11,ARS,TOT,1.0,DEF,5.6,5.30%,5.2,27.0,540.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,124.0,123.2,100.2,63.0,28.7,5.2,0.0,0.9,4.8,4.5,493969.0,152197.0,1.0,-1.0,6,0.0,0.17,0.17,1.15,2.5,1.7,0.03,0.03,0.19,0.22,0.22,0.42,0.28,1,10,6,3,1.0,21.0,9,21,17.0,15.47,11.57,9.29,6.18,11.26,14.56,46.0,53.0,16.86,14,1.0,1.2,1.3,1.113,1.037,1.359,1.359,-0.322,1.505,1.5930000000000002,7.1,7.0,1.234,6.0
Alderweireld,21,11,ARS,TOT,1.0,DEF,5.4,1.50%,3.8,26.0,530.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,116.0,141.0,26.3,19.0,18.7,3.8,0.0,0.7,4.8,4.3,56532.0,158196.0,-1.0,1.0,6,0.0,0.01,0.01,0.18,1.8,1.8,0.0,0.0,0.03,0.03,0.03,0.3,0.3,1,10,6,3,1.0,21.0,9,21,17.0,15.47,11.57,9.29,6.18,11.26,14.56,46.0,53.0,16.86,14,1.0,1.2,1.3,1.113,1.037,1.359,1.359,-0.322,1.505,1.5930000000000002,7.1,7.0,1.234,6.0
Doherty,21,11,ARS,TOT,1.0,DEF,5.8,6.70%,3.5,24.0,525.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,97.0,113.0,81.1,49.0,24.4,3.5,1.0,0.6,4.1,4.0,174633.0,1284167.0,-2.0,2.0,6,0.0,0.31,0.31,0.54,2.89,2.44,0.05,0.05,0.09,0.15,0.15,0.49,0.42,1,10,6,3,1.0,21.0,9,21,17.0,15.47,11.57,9.29,6.18,11.26,14.56,46.0,53.0,16.86,14,1.0,1.2,1.3,1.113,1.037,1.359,1.359,-0.322,1.505,1.5930000000000002,7.1,7.0,1.234,0.0
Davies,21,11,ARS,TOT,1.0,DEF,4.7,0.90%,0.5,17.0,383.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,49.6,54.7,46.0,15.0,0.5,0.0,0.1,3.6,2.4,60974.0,178153.0,-3.0,3.0,7,0.0,0.07,0.07,0.07,1.2,1.16,0.02,0.02,0.02,0.04,0.04,0.29,0.28,1,10,6,3,1.0,21.0,9,21,17.0,15.47,11.57,9.29,6.18,11.26,14.56,46.0,53.0,16.86,14,1.0,1.2,1.3,1.113,1.037,1.359,1.359,-0.322,1.505,1.5930000000000002,7.1,7.0,1.234,1.0
Aurier,21,11,ARS,TOT,1.0,DEF,5.2,1.80%,3.0,25.0,360.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,104.0,131.8,39.5,68.0,23.9,3.0,0.0,0.6,4.8,6.2,141437.0,282613.0,-3.0,3.0,4,1.0,0.51,0.51,0.74,1.44,0.49,0.13,0.13,0.19,0.31,0.31,0.36,0.12,1,10,6,3,1.0,21.0,9,21,17.0,15.47,11.57,9.29,6.18,11.26,14.56,46.0,53.0,16.86,14,1.0,1.2,1.3,1.113,1.037,1.359,1.359,-0.322,1.505,1.5930000000000002,7.1,7.0,1.234,7.0
Sánchez,21,11,ARS,TOT,1.0,DEF,5.3,0.80%,0.0,4.0,360.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,55.0,2.1,86.0,14.3,0.0,0.0,0.0,0.8,1.0,23033.0,54273.0,-2.0,2.0,4,0.0,0.25,0.25,0.0,0.92,0.92,0.06,0.06,0.0,0.06,0.06,0.23,0.23,1,10,6,3,1.0,21.0,9,21,17.0,15.47,11.57,9.29,6.18,11.26,14.56,46.0,53.0,16.86,14,1.0,1.2,1.3,1.113,1.037,1.359,1.359,-0.322,1.505,1.5930000000000002,7.1,7.0,1.234,0.0
Bergwijn,21,11,ARS,TOT,1.0,MID,7.0,0.40%,1.2,11.0,312.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,14.8,39.8,48.0,9.7,1.2,0.0,0.2,1.6,1.8,10980.0,85854.0,-5.0,5.0,6,0.0,0.27,0.27,0.18,1.65,1.39,0.08,0.08,0.05,0.13,0.13,0.48,0.4,1,10,6,3,1.0,21.0,9,21,17.0,15.47,11.57,9.29,6.18,11.26,14.56,46.0,53.0,16.86,14,1.0,1.2,1.3,1.113,1.037,1.359,1.359,-0.322,1.505,1.5930000000000002,7.1,7.0,1.234,3.0
Winks,21,11,ARS,TOT,1.0,MID,5.2,0.10%,0.0,5.0,256.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,36.0,35.0,20.4,0.0,5.5,0.0,0.0,0.0,1.0,1.2,3506.0,10898.0,-3.0,3.0,4,0.0,0.0,0.0,0.02,1.5,1.48,0.0,0.0,0.01,0.01,0.01,0.53,0.52,1,10,6,3,1.0,21.0,9,21,17.0,15.47,11.57,9.29,6.18,11.26,14.56,46.0,53.0,16.86,14,1.0,1.2,1.3,1.113,1.037,1.359,1.359,-0.322,1.505,1.5930000000000002,7.1,7.0,1.234,0.0
Lo Celso,21,11,ARS,TOT,1.0,MID,6.9,0.40%,2.2,13.0,234.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,67.4,88.5,94.0,25.0,2.2,0.0,0.3,1.9,1.9,7224.0,35109.0,-1.0,1.0,7,1.0,1.3,1.3,0.38,2.47,1.21,0.52,0.52,0.15,0.68,0.68,0.99,0.49,1,10,6,3,1.0,21.0,9,21,17.0,15.47,11.57,9.29,6.18,11.26,14.56,46.0,53.0,16.86,14,1.0,1.2,1.3,1.113,1.037,1.359,1.359,-0.322,1.505,1.5930000000000002,7.1,7.0,1.234,2.0
Lamela,21,11,ARS,TOT,1.0,MID,5.8,0.10%,0.5,8.0,187.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,23.8,33.3,95.0,14.9,0.5,0.0,0.1,1.4,1.6,9669.0,18869.0,-2.0,2.0,5,0.0,0.6,0.6,0.08,1.16,0.72,0.29,0.29,0.04,0.32,0.32,0.55,0.34,1,10,6,3,1.0,21.0,9,21,17.0,15.47,11.57,9.29,6.18,11.26,14.56,46.0,53.0,16.86,14,1.0,1.2,1.3,1.113,1.037,1.359,1.359,-0.322,1.505,1.5930000000000002,7.1,7.0,1.234,0.0
Bale,21,11,ARS,TOT,1.0,MID,9.5,0.70%,3.0,13.0,115.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,33.0,41.4,38.5,58.0,13.8,3.0,0.0,0.3,1.4,4.3,154527.0,116713.0,0.0,0.0,3,1.0,0.86,0.86,0.67,1.12,0.66,0.69,0.69,0.54,1.24,1.24,0.91,0.53,1,10,6,3,1.0,21.0,9,21,17.0,15.47,11.57,9.29,6.18,11.26,14.56,46.0,53.0,16.86,14,1.0,1.2,1.3,1.113,1.037,1.359,1.359,-0.322,1.505,1.5930000000000002,7.1,7.0,1.234,0.0
Rodon,21,11,ARS,TOT,1.0,DEF,5.0,0.00%,1.8,8.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,16.4,0.3,0.0,1.7,1.8,0.0,0.4,1.6,2.7,1440.0,491.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.03,1,10,6,3,1.0,21.0,9,21,17.0,15.47,11.57,9.29,6.18,11.26,14.56,46.0,53.0,16.86,14,1.0,1.2,1.3,1.113,1.037,1.359,1.359,-0.322,1.505,1.5930000000000002,7.1,7.0,1.234,1.0
Alli,21,11,ARS,TOT,1.0,MID,7.4,0.60%,0.0,2.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.4,13.7,25.0,4.8,0.0,0.0,0.0,0.3,1.0,18402.0,241010.0,-6.0,6.0,2,0.0,0.23,0.23,0.03,0.54,0.37,0.33,0.33,0.05,0.38,0.38,0.76,0.52,1,10,6,3,1.0,21.0,9,21,17.0,15.47,11.57,9.29,6.18,11.26,14.56,46.0,53.0,16.86,14,1.0,1.2,1.3,1.113,1.037,1.359,1.359,-0.322,1.505,1.5930000000000002,7.1,7.0,1.234,0.0
Son,21,11,ARS,TOT,1.0,MID,9.5,57.50%,4.5,87.0,820.0,9.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,285.0,409.6,265.1,367.0,104.4,4.5,5.0,0.5,9.2,8.7,4719536.0,2674393.0,5.0,-5.0,10,9.0,3.86,3.86,1.8,6.72,2.58,0.42,0.42,0.19,0.61,0.61,0.72,0.28,1,10,6,3,1.0,21.0,9,21,17.0,15.47,11.57,9.29,6.18,11.26,14.56,46.0,53.0,16.86,14,1.0,1.2,1.3,1.113,1.037,1.359,1.359,-0.322,1.505,1.5930000000000002,7.1,7.0,1.234,13.0
Rodrigo,21,11,CHE,LEE,0.0,FWD,5.7,2.10%,0.5,20.0,341.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,68.0,63.0,112.8,187.0,36.3,0.5,0.0,0.1,3.5,2.5,128118.0,534768.0,-3.0,3.0,8,1.0,1.87,1.87,1.02,3.58,1.59,0.49,0.49,0.27,0.76,0.76,0.94,0.42,12,10,4,2,4.0,15.0,17,14,16.89,16.13,16.16,13.11,3.01,6.4,13.89,84.0,76.0,14.71,3,2.2,1.0,1.9,1.616,1.311,0.853,0.853,0.45899999999999996,1.073,2.009,7.4,4.5,1.889,1.0
Raphinha,21,11,CHE,LEE,0.0,MID,5.4,0.20%,3.2,15.0,234.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,53.2,51.5,77.0,18.1,3.2,0.0,0.6,2.8,3.0,17547.0,4029.0,-1.0,1.0,5,1.0,0.54,0.54,0.85,2.37,1.15,0.21,0.21,0.33,0.54,0.54,0.92,0.45,12,10,4,2,4.0,15.0,17,14,16.89,16.13,16.16,13.11,3.01,6.4,13.89,84.0,76.0,14.71,3,2.2,1.0,1.9,1.616,1.311,0.853,0.853,0.45899999999999996,1.073,2.009,7.4,4.5,1.889,1.0
Meslier,21,11,CHE,LEE,0.0,GKP,4.5,4.20%,4.8,43.0,900.0,0.0,0.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,33.0,6.0,214.0,232.0,10.0,0.0,24.3,4.8,1.0,1.1,9.6,4.3,323825.0,134053.0,0.0,0.0,10,0.0,0.0,0.0,0.04,2.26,2.21,0.0,0.0,0.0,0.0,0.0,0.23,0.22,12,10,4,2,4.0,15.0,17,14,16.89,16.13,16.16,13.11,3.01,6.4,13.89,84.0,76.0,14.71,3,2.2,1.0,1.9,1.616,1.311,0.853,0.853,0.45899999999999996,1.073,2.009,7.4,4.5,1.889,3.0
Koch,21,11,CHE,LEE,0.0,DEF,4.5,0.80%,3.0,31.0,900.0,0.0,0.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,177.0,175.8,48.9,89.0,31.4,3.0,1.0,0.7,6.9,3.1,49447.0,39225.0,0.0,0.0,10,0.0,0.46,0.46,0.13,3.96,3.82,0.05,0.05,0.01,0.06,0.06,0.4,0.38,12,10,4,2,4.0,15.0,17,14,16.89,16.13,16.16,13.11,3.01,6.4,13.89,84.0,76.0,14.71,3,2.2,1.0,1.9,1.616,1.311,0.853,0.853,0.45899999999999996,1.073,2.009,7.4,4.5,1.889,1.0
Dallas,21,11,CHE,LEE,0.0,DEF,4.5,6.20%,4.8,38.0,890.0,1.0,1.0,4.0,16.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,197.0,198.8,120.6,135.0,45.5,4.8,0.0,1.1,8.4,3.8,406431.0,272092.0,0.0,0.0,10,1.0,1.17,1.17,0.83,5.17,4.48,0.12,0.12,0.08,0.2,0.2,0.52,0.45,12,10,4,2,4.0,15.0,17,14,16.89,16.13,16.16,13.11,3.01,6.4,13.89,84.0,76.0,14.71,3,2.2,1.0,1.9,1.616,1.311,0.853,0.853,0.45899999999999996,1.073,2.009,7.4,4.5,1.889,1.0
Ayling,21,11,CHE,LEE,0.0,DEF,4.5,3.80%,2.8,28.0,879.0,0.0,0.0,4.0,17.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,183.0,222.0,169.3,92.0,48.4,2.8,0.0,0.6,6.2,2.8,230142.0,226829.0,0.0,0.0,10,0.0,0.6,0.6,1.55,4.92,3.77,0.06,0.06,0.16,0.22,0.22,0.5,0.39,12,10,4,2,4.0,15.0,17,14,16.89,16.13,16.16,13.11,3.01,6.4,13.89,84.0,76.0,14.71,3,2.2,1.0,1.9,1.616,1.311,0.853,0.853,0.45899999999999996,1.073,2.009,7.4,4.5,1.889,1.0
Klich,21,11,CHE,LEE,0.0,MID,5.5,5.80%,3.0,42.0,876.0,2.0,3.0,4.0,16.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,174.0,231.2,277.5,134.0,64.4,3.0,0.0,0.5,7.6,4.2,768213.0,522382.0,0.0,0.0,10,1.0,1.29,0.53,1.65,6.99,5.26,0.13,0.05,0.17,0.3,0.22,0.71,0.54,12,10,4,2,4.0,15.0,17,14,16.89,16.13,16.16,13.11,3.01,6.4,13.89,84.0,76.0,14.71,3,2.2,1.0,1.9,1.616,1.311,0.853,0.853,0.45899999999999996,1.073,2.009,7.4,4.5,1.889,2.0
Bamford,21,11,CHE,LEE,0.0,FWD,6.1,34.90%,3.2,62.0,850.0,7.0,2.0,4.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,199.0,282.6,83.0,538.0,90.3,3.2,1.0,0.5,10.2,6.2,3064016.0,1095611.0,6.0,-6.0,10,7.0,6.47,6.47,0.44,7.61,1.04,0.68,0.68,0.05,0.73,0.73,0.8,0.11,12,10,4,2,4.0,15.0,17,14,16.89,16.13,16.16,13.11,3.01,6.4,13.89,84.0,76.0,14.71,3,2.2,1.0,1.9,1.616,1.311,0.853,0.853,0.45899999999999996,1.073,2.009,7.4,4.5,1.889,8.0
Harrison,21,11,CHE,LEE,0.0,MID,5.5,1.50%,4.2,38.0,788.0,1.0,3.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,127.0,193.2,307.3,174.0,67.5,4.2,0.0,0.8,6.9,4.2,275190.0,260538.0,0.0,0.0,9,1.0,1.53,1.53,2.6,6.55,2.79,0.17,0.17,0.3,0.47,0.47,0.74,0.32,12,10,4,2,4.0,15.0,17,14,16.89,16.13,16.16,13.11,3.01,6.4,13.89,84.0,76.0,14.71,3,2.2,1.0,1.9,1.616,1.311,0.853,0.853,0.45899999999999996,1.073,2.009,7.4,4.5,1.889,1.0
Cooper,21,11,CHE,LEE,0.0,DEF,4.4,0.50%,2.2,19.0,630.0,0.0,0.0,3.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,143.0,143.8,5.9,16.0,16.6,2.2,0.0,0.5,4.3,2.7,40513.0,59861.0,-1.0,1.0,7,0.0,0.25,0.25,0.0,3.61,3.61,0.04,0.04,0.0,0.04,0.04,0.52,0.52,12,10,4,2,4.0,15.0,17,14,16.89,16.13,16.16,13.11,3.01,6.4,13.89,84.0,76.0,14.71,3,2.2,1.0,1.9,1.616,1.311,0.853,0.853,0.45899999999999996,1.073,2.009,7.4,4.5,1.889,1.0
Phillips,21,11,CHE,LEE,0.0,MID,4.9,1.30%,1.2,17.0,630.0,0.0,1.0,3.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,109.0,145.6,183.8,34.0,36.4,1.2,0.0,0.2,3.5,2.4,158288.0,270272.0,-1.0,1.0,7,0.0,0.15,0.15,0.76,2.3,1.98,0.02,0.02,0.11,0.13,0.13,0.33,0.28,12,10,4,2,4.0,15.0,17,14,16.89,16.13,16.16,13.11,3.01,6.4,13.89,84.0,76.0,14.71,3,2.2,1.0,1.9,1.616,1.311,0.853,0.853,0.45899999999999996,1.073,2.009,7.4,4.5,1.889,7.0
Costa,21,11,CHE,LEE,0.0,MID,5.5,6.00%,0.5,34.0,623.0,2.0,2.0,2.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,94.0,150.2,110.4,190.0,44.9,0.5,1.0,0.1,6.2,3.8,1038901.0,758501.0,0.0,0.0,9,2.0,0.9,0.9,0.49,3.1,1.98,0.13,0.13,0.07,0.2,0.2,0.44,0.28,12,10,4,2,4.0,15.0,17,14,16.89,16.13,16.16,13.11,3.01,6.4,13.89,84.0,76.0,14.71,3,2.2,1.0,1.9,1.616,1.311,0.853,0.853,0.45899999999999996,1.073,2.009,7.4,4.5,1.889,0.0
Alioski,21,11,CHE,LEE,0.0,DEF,4.4,0.50%,4.0,26.0,435.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,100.0,81.2,102.1,70.0,25.5,4.0,1.0,0.9,5.9,3.2,24799.0,39506.0,-1.0,1.0,8,0.0,0.5,0.5,1.34,3.38,2.09,0.1,0.1,0.28,0.38,0.38,0.7,0.43,12,10,4,2,4.0,15.0,17,14,16.89,16.13,16.16,13.11,3.01,6.4,13.89,84.0,76.0,14.71,3,2.2,1.0,1.9,1.616,1.311,0.853,0.853,0.45899999999999996,1.073,2.009,7.4,4.5,1.889,1.0
Struijk,21,11,CHE,LEE,0.0,DEF,4.0,2.20%,0.0,2.0,254.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,56.6,15.5,8.0,8.1,0.0,0.0,0.0,0.5,0.5,171732.0,144859.0,0.0,0.0,4,0.0,0.13,0.13,0.02,0.4,0.4,0.04,0.04,0.01,0.05,0.05,0.14,0.14,12,10,4,2,4.0,15.0,17,14,16.89,16.13,16.16,13.11,3.01,6.4,13.89,84.0,76.0,14.71,3,2.2,1.0,1.9,1.616,1.311,0.853,0.853,0.45899999999999996,1.073,2.009,7.4,4.5,1.889,0.0
Roberts,21,11,CHE,LEE,0.0,MID,4.8,0.10%,0.5,6.0,215.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,14.6,33.3,23.0,7.1,0.5,0.0,0.1,1.2,1.0,3452.0,6488.0,-2.0,2.0,6,0.0,0.07,0.07,0.59,1.1,0.53,0.03,0.03,0.25,0.28,0.28,0.47,0.22,12,10,4,2,4.0,15.0,17,14,16.89,16.13,16.16,13.11,3.01,6.4,13.89,84.0,76.0,14.71,3,2.2,1.0,1.9,1.616,1.311,0.853,0.853,0.45899999999999996,1.073,2.009,7.4,4.5,1.889,0.0
Hernández,21,11,CHE,LEE,0.0,MID,5.7,0.30%,0.5,6.0,153.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,12.4,26.6,39.0,7.9,0.5,0.0,0.1,1.1,1.5,16127.0,119507.0,-3.0,3.0,4,0.0,0.73,0.73,0.09,1.45,0.66,0.42,0.42,0.05,0.48,0.48,0.84,0.38,12,10,4,2,4.0,15.0,17,14,16.89,16.13,16.16,13.11,3.01,6.4,13.89,84.0,76.0,14.71,3,2.2,1.0,1.9,1.616,1.311,0.853,0.853,0.45899999999999996,1.073,2.009,7.4,4.5,1.889,0.0
Poveda-Ocampo,21,11,CHE,LEE,0.0,MID,4.4,0.40%,0.8,6.0,148.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,26.8,43.3,70.0,14.1,0.8,0.0,0.2,1.4,1.0,38205.0,35496.0,-1.0,1.0,6,0.0,0.61,0.61,0.89,1.6,0.1,0.39,0.39,0.57,0.97,0.97,1.04,0.07,12,10,4,2,4.0,15.0,17,14,16.89,16.13,16.16,13.11,3.01,6.4,13.89,84.0,76.0,14.71,3,2.2,1.0,1.9,1.616,1.311,0.853,0.853,0.45899999999999996,1.073,2.009,7.4,4.5,1.889,1.0
Shackleton,21,11,CHE,LEE,0.0,MID,4.8,0.00%,0.2,5.0,123.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,13.8,20.7,10.0,4.4,0.2,0.0,0.0,1.0,1.7,1319.0,3536.0,-2.0,2.0,3,0.0,0.0,0.0,0.02,1.14,1.14,0.0,0.0,0.02,0.02,0.02,0.83,0.83,12,10,4,2,4.0,15.0,17,14,16.89,16.13,16.16,13.11,3.01,6.4,13.89,84.0,76.0,14.71,3,2.2,1.0,1.9,1.616,1.311,0.853,0.853,0.45899999999999996,1.073,2.009,7.4,4.5,1.889,0.0
Davis,21,11,CHE,LEE,0.0,DEF,4.0,1.20%,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.2,1.0,50103.0,72477.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.23,0.23,0.0,0.0,0.0,0.0,0.0,1.75,1.75,12,10,4,2,4.0,15.0,17,14,16.89,16.13,16.16,13.11,3.01,6.4,13.89,84.0,76.0,14.71,3,2.2,1.0,1.9,1.616,1.311,0.853,0.853,0.45899999999999996,1.073,2.009,7.4,4.5,1.889,0.0
Jack Robinson,21,11,LEI,SHU,1.0,DEF,4.3,0.10%,0.3,9.0,279.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,37.4,5.4,17.0,5.9,0.3,0.0,0.1,2.1,2.2,8250.0,12697.0,-2.0,2.0,4,0.0,0.55,0.55,0.0,0.57,0.57,0.18,0.18,0.0,0.18,0.18,0.18,0.18,20,10,0,1,9.0,4.0,16,1,12.03,9.74,16.91,16.15,-6.41,16.02,12.33,61.0,73.0,10.01,4,1.9,1.4,1.8,1.707,1.098,1.511,1.4340000000000002,-0.337,1.396,1.31,5.1,6.1,1.518,0.0
Ramsdale,21,11,LEI,SHU,1.0,GKP,4.8,2.70%,2.3,25.0,900.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,164.0,267.8,10.0,2.0,28.0,2.3,0.0,0.5,5.2,2.5,61582.0,354487.0,-2.0,2.0,10,0.0,0.0,0.0,0.05,1.19,1.13,0.0,0.0,0.01,0.01,0.01,0.12,0.11,20,10,0,1,9.0,4.0,16,1,12.03,9.74,16.91,16.15,-6.41,16.02,12.33,61.0,73.0,10.01,4,1.9,1.4,1.8,1.707,1.098,1.511,1.4340000000000002,-0.337,1.396,1.31,5.1,6.1,1.518,1.0
Baldock,21,11,LEI,SHU,1.0,DEF,5.2,1.70%,1.3,17.0,900.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,125.0,142.4,146.6,156.0,44.6,1.3,0.0,0.2,3.3,1.7,40043.0,242065.0,-3.0,3.0,10,0.0,1.21,1.21,1.8,3.92,2.46,0.12,0.12,0.18,0.3,0.3,0.39,0.25,20,10,0,1,9.0,4.0,16,1,12.03,9.74,16.91,16.15,-6.41,16.02,12.33,61.0,73.0,10.01,4,1.9,1.4,1.8,1.707,1.098,1.511,1.4340000000000002,-0.337,1.396,1.31,5.1,6.1,1.518,1.0
